时间 Time(s),目标纬度 t_loc_lat(deg),目标经度 t_loc_lon(deg),目标高度 t_loc_alt(m),目标北向 t_loc_G_N(m),目标天向 t_loc_G_U(m),目标东向 t_loc_G_E(m),目北速反算 t_vel_G_N(m),目天速反算 t_vel_G_U(m),目东速反算 t_vel_G_E(m),目标北速 t_vel_G_N(m),目标天速 t_vel_G_U(m),目标东速 t_vel_G_E(m),导弹纬度 m_loc_lat(deg),导弹经度 m_loc_lon(deg),导弹高度 m_loc_alt(m),导弹北向 m_loc_G_N(m),导弹天向 m_loc_G_U(m),导弹东向 m_loc_G_E(m),俯仰角 m_theta(deg),弹道倾角 m_gamma(deg),攻角 m_alpha(deg),偏航角 m_psi(deg),弹道偏角 m_psis(deg),侧滑角 m_beta(deg),升力 lift_force(N),阻力 drag_force(N),侧力 side_force(N),相对北向 rel_loc_N(m),相对天向 rel_loc_U(m),相对东向 rel_loc_E(m),北向速度 m_vel_N_N(m/s),天向速度 m_vel_N_U(m/s),东向速度 m_vel_N_E(m/s),地系速 m_vel_G_s(m/s),导系速 m_vel_N_s(m/s),弹目距 mt_dist(m),质量 m_mass(kg),推力 m_thrust(N),方向舵 delta_r(deg),升降舵 delta_e(deg),法向过载 overload_N(-),视线角V lambda_v(deg),视线角速V lambda_v_dot(deg/s),视线角H lambda_h(deg),视线角速H lambda_h_dot(deg/s),制导阶段 guidance_phase(-),命中时间 impact_time_est(s),马赫数 m_mach(-)
12.09,20.4064,120.033,32120.9,45193.3,32120.9,3406.24,49.9987,10,-150.392,50,10,-150,20.077,120.004,19939,8558.9,19939,421.739,18.8155,12.4328,6.38267,24.87,7.0053,17.8647,2133.75,684.62,-2501.42,36644.8,12184.2,2981.81,1019.57,226.618,-125.617,1051.51,1051.98,38732.2,141.68,7995.7,-5.25891,1.29487,1.51643,16.1495,0.146612,-6.68285,-0.0757162,2,-1,3.56394
12.1,20.4064,120.033,32121,45193.8,32121,3404.74,49.9987,10,-150.392,50,10,-150,20.0771,120.004,19941.2,8569.09,19941.2,420.479,18.7962,12.4402,6.356,24.8076,7.02373,17.7839,2125.89,683.466,-2491.71,36635.1,12182,2981.56,1019.96,226.85,-125.996,1051.98,1052.45,38722.3,141.671,7989.26,-5.25122,1.30361,1.51147,16.1495,0.146524,-6.68285,-0.076331,2,-1,3.56553
12.11,20.4064,120.033,32121.1,45194.3,32121.1,3403.24,49.9987,10,-150.392,50,10,-150,20.0772,120.004,19943.5,8579.3,19943.5,419.215,18.7772,12.4475,6.32971,24.7436,7.04208,17.7015,2118.15,682.337,-2481.77,36625.4,12179.9,2981.32,1020.35,227.081,-126.374,1052.45,1052.92,38712.5,141.662,7982.82,-5.24315,1.31215,1.50658,16.1495,0.146437,-6.68285,-0.0769446,2,-1,3.56712
12.12,20.4064,120.033,32121.2,45194.8,32121.2,3401.73,49.9987,10,-150.392,50,10,-150,20.0772,120.004,19945.8,8589.51,19945.8,417.948,18.7585,12.4547,6.30379,24.6781,7.06033,17.6177,2110.52,681.233,-2471.61,36615.7,12177.7,2981.08,1020.73,227.311,-126.75,1052.92,1053.39,38702.6,141.653,7976.39,-5.23469,1.32049,1.50179,16.1495,0.146352,-6.68285,-0.0775569,2,-1,3.56871
12.13,20.4065,120.033,32121.3,45195.3,32121.3,3400.23,49.9987,10,-150.392,50,10,-150,20.0773,120.004,19948.1,8599.72,19948.1,416.677,18.7401,12.4619,6.27824,24.6109,7.07849,17.5324,2103,680.154,-2461.22,36606,12175.5,2980.84,1021.12,227.54,-127.125,1053.39,1053.86,38692.7,141.644,7969.95,-5.22584,1.32862,1.49707,16.1495,0.146268,-6.68285,-0.0781678,2,-1,3.5703
12.14,20.4065,120.033,32121.4,45195.8,32121.4,3398.72,49.9987,10,-150.392,50,10,-150,20.0774,120.004,19950.3,8609.93,19950.3,415.402,18.7221,12.469,6.25308,24.5421,7.09657,17.4456,2095.59,679.099,-2450.61,36596.2,12173.3,2980.61,1021.5,227.768,-127.499,1053.86,1054.33,38682.8,141.635,7963.51,-5.21661,1.33655,1.49245,16.1495,0.146186,-6.68285,-0.0787773,2,-1,3.57189
12.15,20.4065,120.033,32121.5,45196.3,32121.5,3397.22,49.9987,10,-150.392,50,10,-150,20.0775,120.004,19952.6,8620.15,19952.6,414.123,18.7044,12.4761,6.22831,24.4718,7.11455,17.3572,2088.3,678.07,-2439.77,36586.5,12171.2,2980.38,1021.89,227.995,-127.871,1054.33,1054.8,38672.9,141.626,7957.08,-5.20698,1.34427,1.48791,16.1495,0.146105,-6.68285,-0.0793854,2,-1,3.57348
12.16,20.4065,120.032,32121.6,45196.8,32121.6,3395.72,49.9987,10,-150.392,50,10,-150,20.0776,120.004,19954.9,8630.37,19954.9,412.841,18.687,12.4831,6.20392,24.3998,7.13243,17.2674,2081.14,677.065,-2428.7,36576.8,12169,2980.15,1022.28,228.222,-128.241,1054.8,1055.26,38663,141.617,7950.64,-5.19697,1.35178,1.48346,16.1495,0.146025,-6.68285,-0.0799919,2,-1,3.57507
12.17,20.4065,120.032,32121.7,45197.3,32121.7,3394.21,49.9987,10,-150.392,50,10,-150,20.0777,120.004,19957.2,8640.6,19957.2,411.554,18.67,12.49,6.17994,24.3263,7.15022,17.1761,2074.09,676.086,-2417.42,36567.1,12166.8,2979.93,1022.66,228.447,-128.611,1055.26,1055.73,38653.1,141.608,7944.2,-5.18656,1.35907,1.4791,16.1495,0.145946,-6.68285,-0.080597,2,-1,3.57665
12.18,20.4065,120.032,32121.8,45197.8,32121.8,3392.71,49.9987,10,-150.392,50,10,-150,20.0778,120.004,19959.5,8650.83,19959.5,410.265,18.6533,12.4969,6.15635,24.2511,7.16791,17.0832,2067.16,675.131,-2405.9,36557.4,12164.6,2979.71,1023.05,228.672,-128.979,1055.73,1056.2,38643.2,141.599,7937.77,-5.17576,1.36615,1.47482,16.1495,0.145869,-6.68285,-0.0812004,2,-1,3.57824
12.19,20.4065,120.032,32121.9,45198.3,32121.9,3391.21,49.9987,10,-150.392,50,10,-150,20.0779,120.004,19961.8,8661.06,19961.8,408.971,18.637,12.5038,6.13316,24.1744,7.18551,16.9889,2060.36,674.201,-2394.16,36547.6,12162.4,2979.49,1023.44,228.896,-129.345,1056.2,1056.67,38633.3,141.59,7931.33,-5.16456,1.37301,1.47064,16.1495,0.145793,-6.68285,-0.0818023,2,-1,3.57983
12.2,20.4065,120.032,32122,45198.8,32122,3389.7,49.9987,10,-150.392,50,10,-150,20.078,120.004,19964,8671.3,19964,407.674,18.621,12.5106,6.11038,24.096,7.203,16.893,2053.69,673.296,-2382.2,36537.9,12160.2,2979.28,1023.83,229.119,-129.709,1056.67,1057.14,38623.4,141.581,7924.89,-5.15296,1.37966,1.46655,16.1495,0.145719,-6.68285,-0.0824025,2,-1,3.58141
12.21,20.4065,120.032,32122.1,45199.3,32122.1,3388.2,49.9987,10,-150.392,50,10,-150,20.0781,120.004,19966.3,8681.55,19966.3,406.373,18.6054,12.5173,6.08802,24.0161,7.22039,16.7957,2047.14,672.417,-2370,36528.2,12158.1,2979.08,1024.21,229.341,-130.073,1057.14,1057.6,38613.5,141.572,7918.46,-5.14096,1.38608,1.46256,16.1495,0.145646,-6.68285,-0.083001,2,-1,3.583
12.22,20.4065,120.032,32122.2,45199.8,32122.2,3386.69,49.9987,10,-150.392,50,10,-150,20.0782,120.004,19968.6,8691.79,19968.6,405.069,18.5901,12.524,6.06606,23.9345,7.23768,16.6968,2040.72,671.562,-2357.59,36518.4,12155.9,2978.87,1024.6,229.562,-130.434,1057.6,1058.07,38603.5,141.563,7906.22,-5.12856,1.39229,1.45866,16.1495,0.145574,-6.68285,-0.0835977,2,-1,3.58459
12.23,20.4065,120.032,32122.3,45200.3,32122.3,3385.19,49.9987,10,-150.392,50,10,-150,20.0783,120.004,19970.9,8702.04,19970.9,403.761,18.5752,12.5307,6.04453,23.8514,7.25485,16.5965,2034.42,670.732,-2344.94,36508.7,12153.7,2978.67,1024.99,229.782,-130.793,1058.07,1058.54,38593.6,141.554,7893.99,-5.11574,1.39827,1.45485,16.1495,0.145503,-6.68285,-0.0841925,2,-1,3.58617
12.24,20.4065,120.032,32122.4,45200.8,32122.4,3383.69,49.9987,10,-150.392,50,10,-150,20.0784,120.004,19973.2,8712.29,19973.2,402.45,18.5607,12.5373,6.02342,23.7666,7.27192,16.4947,2028.26,669.926,-2332.07,36498.9,12151.5,2978.47,1025.37,230.002,-131.151,1058.54,1059.01,38583.7,141.545,7881.76,-5.10249,1.40402,1.45114,16.1495,0.145434,-6.68285,-0.0847851,2,-1,3.58775
12.25,20.4065,120.032,32122.5,45201.3,32122.5,3382.18,49.9987,10,-150.392,50,10,-150,20.0784,120.004,19975.5,8722.55,19975.5,401.135,18.5466,12.5438,6.00273,23.6803,7.28887,16.3914,2022.23,669.145,-2318.97,36489.2,12149.3,2978.28,1025.76,230.22,-131.507,1059.01,1059.47,38573.8,141.536,7869.53,-5.08883,1.40955,1.44752,16.1495,0.145366,-6.68285,-0.0853756,2,-1,3.58933
12.26,20.4065,120.032,32122.6,45201.8,32122.6,3380.68,49.9987,10,-150.392,50,10,-150,20.0785,120.004,19977.8,8732.81,19977.8,399.816,18.5328,12.5503,5.98248,23.5923,7.3057,16.2866,2016.33,668.388,-2305.64,36479.4,12147.1,2978.09,1026.15,230.438,-131.861,1059.47,1059.94,38563.8,141.527,7857.3,-5.07474,1.41486,1.444,16.1495,0.145299,-6.68285,-0.0859639,2,-1,3.59091
12.27,20.4065,120.032,32122.7,45202.3,32122.7,3379.17,49.9987,10,-150.392,50,10,-150,20.0786,120.004,19980.1,8743.08,19980.1,398.494,18.5194,12.5568,5.96266,23.5028,7.32242,16.1804,2010.57,667.656,-2292.09,36469.7,12144.9,2977.9,1026.53,230.654,-132.212,1059.94,1060.4,38553.9,141.518,7845.06,-5.06023,1.41994,1.44058,16.1495,0.145234,-6.68285,-0.08655,2,-1,3.59249
12.28,20.4065,120.032,32122.8,45202.8,32122.8,3377.67,49.9987,10,-150.392,50,10,-150,20.0787,120.004,19982.5,8753.35,19982.5,397.168,18.5064,12.5632,5.94327,23.4116,7.33902,16.0726,2004.94,666.949,-2278.31,36459.9,12142.7,2977.72,1026.92,230.87,-132.562,1060.4,1060.87,38543.9,141.509,7832.83,-5.04529,1.42479,1.43726,16.1495,0.145169,-6.68285,-0.0871339,2,-1,3.59407
12.29,20.4065,120.032,32122.9,45203.3,32122.9,3376.17,49.9987,10,-150.392,50,10,-150,20.0788,120.004,19984.8,8763.62,19984.8,395.839,18.4938,12.5695,5.92432,23.3189,7.35549,15.9634,1999.45,666.266,-2264.3,36450.1,12140.4,2977.54,1027.31,231.085,-132.91,1060.87,1061.33,38534,141.5,7820.6,-5.02992,1.4294,1.43404,16.1495,0.145106,-6.68285,-0.0877154,2,-1,3.59564
12.3,20.4065,120.032,32123,45203.8,32123,3374.66,49.9987,10,-150.392,50,10,-150,20.0789,120.004,19987.1,8773.9,19987.1,394.507,18.4816,12.5758,5.90581,23.2246,7.37185,15.8527,1994.09,665.607,-2250.07,36440.3,12138.2,2977.37,1027.69,231.299,-133.256,1061.33,1061.79,38524,141.491,7808.37,-5.01413,1.43379,1.43092,16.1495,0.145044,-6.68285,-0.0882947,2,-1,3.59721
12.31,20.4065,120.032,32123.1,45204.3,32123.1,3373.16,49.9987,10,-150.392,50,10,-150,20.079,120.004,19989.4,8784.18,19989.4,393.171,18.4698,12.5821,5.88774,23.1287,7.38809,15.7406,1988.88,664.973,-2235.61,36430.6,12136,2977.19,1028.08,231.512,-133.6,1061.79,1062.26,38514.1,141.482,7796.13,-4.99791,1.43794,1.42789,16.1495,0.144984,-6.68285,-0.0888715,2,-1,3.59878
12.32,20.4065,120.032,32123.2,45204.8,32123.2,3371.65,49.9987,10,-150.392,50,10,-150,20.0791,120.004,19991.7,8794.46,19991.7,391.831,18.4584,12.5883,5.87011,23.0311,7.4042,15.627,1983.8,664.363,-2220.93,36420.8,12133.8,2977.02,1028.46,231.724,-133.942,1062.26,1062.72,38504.1,141.473,7783.9,-4.98126,1.44186,1.42497,16.1495,0.144924,-6.68285,-0.0894459,2,-1,3.60035
12.33,20.4065,120.032,32123.3,45205.3,32123.3,3370.15,49.9987,10,-150.392,50,10,-150,20.0792,120.004,19994,8804.75,19994,390.488,18.4474,12.5944,5.85293,22.9321,7.42018,15.5119,1978.87,663.777,-2206.01,36411,12131.6,2976.86,1028.85,231.936,-134.282,1062.72,1063.18,38494.1,141.464,7771.67,-4.96418,1.44555,1.42216,16.1495,0.144866,-6.68285,-0.0900179,2,-1,3.60192
12.34,20.4065,120.032,32123.4,45205.8,32123.4,3368.65,49.9987,10,-150.392,50,10,-150,20.0793,120.004,19996.3,8815.04,19996.3,389.142,18.4368,12.6006,5.8362,22.8314,7.43604,15.3953,1974.08,663.215,-2190.88,36401.2,12129.4,2976.7,1029.23,232.146,-134.62,1063.18,1063.64,38484.2,141.455,7759.44,-4.94666,1.44899,1.41944,16.1495,0.144809,-6.68285,-0.0905873,2,-1,3.60348
12.35,20.4066,120.032,32123.5,45206.3,32123.5,3367.14,49.9987,10,-150.392,50,10,-150,20.0794,120.004,19998.7,8825.34,19998.7,387.793,18.4266,12.6066,5.81992,22.7291,7.45177,15.2773,1969.43,662.678,-2175.51,36391.4,12127.2,2976.54,1029.62,232.356,-134.955,1063.64,1064.1,38474.2,141.446,7747.21,-4.92871,1.45221,1.41683,16.1495,0.144753,-6.68285,-0.0911542,2,-1,3.60505
12.36,20.4066,120.032,32123.6,45206.8,32123.6,3365.64,49.9987,10,-150.392,50,10,-150,20.0795,120.004,20001,8835.64,20001,386.44,18.4168,12.6127,5.80409,22.6253,7.46737,15.1579,1964.92,662.164,-2159.92,36381.6,12124.9,2976.38,1030,232.565,-135.289,1064.1,1064.56,38464.2,141.437,7734.97,-4.91033,1.45518,1.41432,16.1495,0.144698,-6.68285,-0.0917186,2,-1,3.60661
12.37,20.4066,120.032,32123.7,45207.3,32123.7,3364.13,49.9987,10,-150.392,50,10,-150,20.0796,120.004,20003.3,8845.94,20003.3,385.083,18.4074,12.6187,5.78872,22.5198,7.48284,15.037,1960.56,661.675,-2144.11,36371.8,12122.7,2976.23,1030.39,232.774,-135.62,1064.56,1065.02,38454.2,141.428,7722.74,-4.8915,1.45792,1.41192,16.1495,0.144644,-6.68285,-0.0922803,2,-1,3.60817
12.38,20.4066,120.032,32123.8,45207.8,32123.8,3362.63,49.9987,10,-150.392,50,10,-150,20.0796,120.004,20005.7,8856.25,20005.7,383.724,18.3984,12.6246,5.77379,22.4128,7.49818,14.9146,1956.34,661.209,-2128.07,36362,12120.5,2976.08,1030.77,232.981,-135.949,1065.02,1065.48,38444.2,141.419,7710.51,-4.87224,1.46041,1.40962,16.1495,0.144592,-6.68285,-0.0928393,2,-1,3.60973
12.39,20.4066,120.032,32123.9,45208.3,32123.9,3361.13,49.9987,10,-150.392,50,10,-150,20.0797,120.004,20008,8866.56,20008,382.361,18.3898,12.6305,5.75933,22.3042,7.51338,14.7909,1952.27,660.767,-2111.81,36352.2,12118.2,2975.94,1031.16,233.188,-136.275,1065.48,1065.94,38434.3,141.41,7698.28,-4.85254,1.46267,1.40742,16.1495,0.14454,-6.68285,-0.0933956,2,-1,3.61129
12.4,20.4066,120.032,32124,45208.8,32124,3359.62,49.9987,10,-150.392,50,10,-150,20.0798,120.004,20010.3,8876.88,20010.3,380.995,18.3817,12.6364,5.74532,22.1941,7.52845,14.6656,1948.34,660.349,-2095.32,36342.4,12116,2975.79,1031.54,233.394,-136.599,1065.94,1066.4,38424.3,141.401,7686.04,-4.83239,1.46469,1.40533,16.1495,0.14449,-6.68285,-0.0939491,2,-1,3.61284
12.41,20.4066,120.032,32124.1,45209.3,32124.1,3358.12,49.9987,10,-150.392,50,10,-150,20.0799,120.004,20012.7,8887.2,20012.7,379.626,18.374,12.6422,5.73177,22.0824,7.54338,14.539,1944.56,659.955,-2078.6,36332.6,12113.8,2975.66,1031.92,233.6,-136.921,1066.4,1066.86,38414.3,141.392,7673.81,-4.81181,1.46647,1.40335,16.1495,0.14444,-6.68285,-0.0944999,2,-1,3.61439
12.42,20.4066,120.032,32124.2,45209.8,32124.2,3356.61,49.9987,10,-150.392,50,10,-150,20.08,120.004,20015,8897.52,20015,378.254,18.3667,12.648,5.71867,21.9691,7.55818,14.4109,1940.93,659.584,-2061.67,36322.8,12111.5,2975.52,1032.31,233.805,-137.242,1066.86,1067.32,38404.3,141.383,7704.29,-4.79078,1.46801,1.40147,16.1495,0.144392,-6.68285,-0.0950478,2,-1,3.61594
12.43,20.4066,120.032,32124.3,45210.3,32124.3,3355.11,49.9987,10,-150.392,50,10,-150,20.0801,120.004,20017.3,8907.85,20017.3,376.878,18.3598,12.6538,5.70602,21.8542,7.57287,14.2813,1937.46,659.24,-2044.52,36312.9,12109.3,2975.39,1032.7,234.011,-137.562,1067.32,1067.78,38394.2,141.374,7734.76,-4.76943,1.46931,1.39971,16.1495,0.144344,-6.68285,-0.0955947,2,-1,3.6175
12.44,20.4066,120.032,32124.4,45210.8,32124.4,3353.61,49.9987,10,-150.392,50,10,-150,20.0802,120.004,20019.7,8918.18,20019.7,375.499,18.3533,12.6595,5.69381,21.7378,7.58747,14.1503,1934.14,658.922,-2027.15,36303.1,12107.1,2975.26,1033.09,234.217,-137.88,1067.78,1068.24,38384.2,141.365,7765.23,-4.74776,1.47039,1.39806,16.1495,0.144298,-6.68285,-0.0961404,2,-1,3.61907
12.45,20.4066,120.032,32124.5,45211.3,32124.5,3352.1,49.9987,10,-150.392,50,10,-150,20.0803,120.004,20022,8928.51,20022,374.117,18.3473,12.6652,5.68205,21.6198,7.60196,14.0179,1930.97,658.631,-2009.57,36293.3,12104.8,2975.13,1033.48,234.424,-138.196,1068.24,1068.71,38374.2,141.356,7795.7,-4.72572,1.47117,1.39652,16.1495,0.144252,-6.68285,-0.096685,2,-1,3.62065
12.46,20.4066,120.032,32124.6,45211.8,32124.6,3350.6,49.9987,10,-150.392,50,10,-150,20.0804,120.004,20024.4,8938.85,20024.4,372.732,18.3417,12.671,5.67073,21.5003,7.61634,13.884,1927.96,658.365,-1991.77,36283.5,12102.6,2975.01,1033.88,234.63,-138.512,1068.71,1069.18,38364.2,141.347,7826.18,-4.70333,1.47172,1.39509,16.1495,0.144207,-6.68285,-0.0972284,2,-1,3.62223
12.47,20.4066,120.032,32124.7,45212.3,32124.7,3349.1,49.9987,10,-150.392,50,10,-150,20.0805,120.004,20026.7,8949.2,20026.7,371.344,18.3365,12.6767,5.65985,21.3792,7.63062,13.7486,1925.1,658.125,-1973.75,36273.6,12100.3,2974.89,1034.28,234.837,-138.825,1069.18,1069.65,38354.2,141.338,7856.65,-4.68056,1.47202,1.39377,16.1495,0.144163,-6.68285,-0.0977705,2,-1,3.62382
12.48,20.4066,120.032,32124.8,45212.8,32124.8,3347.59,49.9987,10,-150.392,50,10,-150,20.0806,120.004,20029.1,8959.54,20029.1,369.952,18.3317,12.6823,5.64941,21.2566,7.64479,13.6118,1922.4,657.911,-1955.52,36263.8,12098.1,2974.77,1034.68,235.045,-139.138,1069.65,1070.13,38344.2,141.329,7887.12,-4.65743,1.47207,1.39256,16.1495,0.144119,-6.68285,-0.0983113,2,-1,3.62542
12.49,20.4066,120.032,32124.9,45213.3,32124.9,3346.09,49.9987,10,-150.392,50,10,-150,20.0807,120.004,20031.4,8969.89,20031.4,368.558,18.3274,12.688,5.63942,21.1325,7.65884,13.4736,1919.85,657.723,-1937.06,36253.9,12095.8,2974.66,1035.09,235.252,-139.448,1070.13,1070.6,38334.1,141.32,7917.6,-4.63391,1.47188,1.39147,16.1495,0.144077,-6.68285,-0.0988507,2,-1,3.62703
12.5,20.4066,120.032,32125,45213.8,32125,3344.58,49.9987,10,-150.392,50,10,-150,20.0808,120.004,20033.8,8980.25,20033.8,367.16,18.3235,12.6936,5.62988,21.0068,7.67278,13.334,1917.46,657.56,-1918.4,36244.1,12093.6,2974.55,1035.49,235.46,-139.758,1070.6,1071.08,38324.1,141.311,7948.07,-4.61,1.47145,1.39048,16.1495,0.144035,-6.68285,-0.0993886,2,-1,3.62865
12.51,20.4066,120.032,32125.1,45214.3,32125.1,3343.08,49.9987,10,-150.392,50,10,-150,20.0809,120.003,20036.1,8990.61,20036.1,365.76,18.32,12.6993,5.62077,20.8795,7.6866,13.1929,1915.22,657.422,-1899.51,36234.2,12091.3,2974.44,1035.9,235.669,-140.065,1071.08,1071.56,38314,141.302,7978.54,-4.58571,1.47077,1.38961,16.1495,0.143994,-6.68285,-0.0999251,2,-1,3.63027
12.52,20.4066,120.032,32125.2,45214.8,32125.2,3341.58,49.9987,10,-150.392,50,10,-150,20.0809,120.003,20038.5,9000.97,20038.5,364.356,18.317,12.7049,5.61211,20.7507,7.70031,13.0504,1913.13,657.31,-1880.41,36224.4,12089.1,2974.34,1036.31,235.878,-140.371,1071.56,1072.05,38304,141.293,8009.01,-4.56102,1.46985,1.38885,16.1495,0.143953,-6.68285,-0.10046,2,-1,3.6319
12.53,20.4066,120.032,32125.3,45215.3,32125.3,3340.07,49.9987,10,-150.392,50,10,-150,20.081,120.003,20040.8,9011.34,20040.8,362.949,18.3144,12.7105,5.60389,20.6204,7.71389,12.9066,1911.21,657.223,-1861.1,36214.5,12086.8,2974.24,1036.73,236.087,-140.675,1072.05,1072.54,38294,141.284,8039.49,-4.53592,1.46869,1.3882,16.1495,0.143914,-6.68285,-0.100993,2,-1,3.63354
12.54,20.4066,120.032,32125.4,45215.8,32125.4,3338.57,49.9987,10,-150.392,50,10,-150,20.0811,120.003,20043.2,9021.71,20043.2,361.54,18.3122,12.7161,5.59611,20.4886,7.72736,12.7613,1909.43,657.162,-1841.57,36204.6,12084.6,2974.14,1037.15,236.296,-140.978,1072.54,1073.02,38283.9,141.275,8069.96,-4.51043,1.46729,1.38766,16.1495,0.143875,-6.68285,-0.101525,2,-1,3.63519
12.55,20.4066,120.032,32125.5,45216.3,32125.5,3337.06,49.9987,10,-150.392,50,10,-150,20.0812,120.003,20045.6,9032.09,20045.6,360.127,18.3105,12.7217,5.58878,20.3553,7.74069,12.6146,1907.82,657.125,-1821.83,36194.8,12082.3,2974.04,1037.56,236.506,-141.278,1073.02,1073.52,38273.8,141.266,8100.43,-4.48453,1.46565,1.38723,16.1495,0.143837,-6.68285,-0.102055,2,-1,3.63685
12.56,20.4066,120.032,32125.6,45216.8,32125.6,3335.56,49.9987,10,-150.392,50,10,-150,20.0813,120.003,20047.9,9042.47,20047.9,358.711,18.3091,12.7272,5.58188,20.2204,7.75391,12.4665,1906.35,657.113,-1801.87,36184.9,12080,2973.95,1037.99,236.717,-141.577,1073.52,1074.01,38263.8,141.257,8130.91,-4.45821,1.46378,1.38691,16.1495,0.1438,-6.68285,-0.102583,2,-1,3.63851
12.57,20.4067,120.032,32125.7,45217.3,32125.7,3334.06,49.9987,10,-150.392,50,10,-150,20.0814,120.003,20050.3,9052.85,20050.3,357.292,18.3082,12.7328,5.57542,20.0841,7.76699,12.3171,1905.04,657.126,-1781.7,36175,12077.8,2973.86,1038.41,236.928,-141.874,1074.01,1074.5,38253.7,141.248,8161.38,-4.43149,1.46166,1.38671,16.1495,0.143763,-6.68285,-0.10311,2,-1,3.64019
12.58,20.4067,120.032,32125.8,45217.8,32125.8,3332.55,49.9987,10,-150.392,50,10,-150,20.0815,120.003,20052.7,9063.24,20052.7,355.871,18.3078,12.7384,5.5694,19.9462,7.77994,12.1663,1903.89,657.164,-1761.31,36165.1,12075.5,2973.78,1038.84,237.139,-142.169,1074.5,1075,38243.6,141.239,8191.85,-4.40435,1.45932,1.38661,16.1495,0.143727,-6.68285,-0.103634,2,-1,3.64187
12.59,20.4067,120.032,32125.9,45218.3,32125.9,3331.05,49.9987,10,-150.392,50,10,-150,20.0816,120.003,20055.1,9073.63,20055.1,354.446,18.3077,12.7439,5.56381,19.8068,7.79276,12.0141,1902.89,657.227,-1740.71,36155.2,12073.2,2973.69,1039.27,237.351,-142.463,1075,1075.5,38233.6,141.23,8222.32,-4.37678,1.45674,1.38663,16.1495,0.143691,-6.68285,-0.104157,2,-1,3.64356
12.6,20.4067,120.032,32126,45218.8,32126,3329.54,49.9987,10,-150.392,50,10,-150,20.0817,120.003,20057.4,9084.03,20057.4,353.018,18.3081,12.7494,5.55866,19.666,7.80544,11.8605,1902.05,657.314,-1719.9,36145.3,12070.9,2973.61,1039.7,237.563,-142.754,1075.5,1076.01,38223.5,141.221,8252.8,-4.3488,1.45393,1.38675,16.1495,0.143656,-6.68285,-0.104677,2,-1,3.64525
12.61,20.4067,120.032,32126.1,45219.3,32126.1,3328.04,49.9987,10,-150.392,50,10,-150,20.0818,120.003,20059.8,9094.43,20059.8,351.588,18.3089,12.755,5.55394,19.5236,7.81799,11.7057,1901.36,657.425,-1698.88,36135.4,12068.7,2973.53,1040.14,237.776,-143.043,1076.01,1076.51,38213.4,141.212,8283.27,-4.32039,1.45088,1.38699,16.1495,0.143622,-6.68285,-0.105196,2,-1,3.64696
12.62,20.4067,120.032,32126.2,45219.8,32126.2,3326.54,49.9987,10,-150.392,50,10,-150,20.0819,120.003,20062.2,9104.83,20062.2,350.155,18.3101,12.7605,5.54965,19.3798,7.8304,11.5494,1900.82,657.561,-1677.64,36125.5,12066.4,2973.46,1040.57,237.988,-143.329,1076.51,1077.02,38203.3,141.203,8260.59,-4.29156,1.44761,1.38733,16.1495,0.143588,-6.68285,-0.105712,2,-1,3.64867
12.63,20.4067,120.032,32126.3,45220.3,32126.3,3325.03,49.9987,10,-150.392,50,10,-150,20.082,120.003,20064.6,9115.24,20064.6,348.719,18.3118,12.766,5.54581,19.2345,7.84262,11.3919,1900.42,657.717,-1656.18,36115.6,12064.1,2973.39,1041,238.2,-143.612,1077.02,1077.52,38193.2,141.194,8237.91,-4.26216,1.44411,1.38778,16.1495,0.143555,-6.68285,-0.106224,2,-1,3.65038
12.64,20.4067,120.032,32126.4,45220.8,32126.4,3323.53,49.9987,10,-150.392,50,10,-150,20.0821,120.003,20067,9125.66,20067,347.28,18.3139,12.7715,5.54242,19.0877,7.85467,11.233,1900.17,657.893,-1634.51,36105.7,12061.8,2973.32,1041.43,238.41,-143.891,1077.52,1078.02,38183.1,141.185,8215.22,-4.23218,1.44036,1.38832,16.1495,0.143523,-6.68285,-0.106732,2,-1,3.65209
12.65,20.4067,120.032,32126.5,45221.3,32126.5,3322.02,49.9987,10,-150.392,50,10,-150,20.0822,120.003,20069.3,9136.08,20069.3,345.838,18.3164,12.7769,5.53947,18.9395,7.86653,11.0729,1900.07,658.089,-1612.62,36095.8,12059.5,2973.25,1041.87,238.621,-144.167,1078.02,1078.52,38173,141.176,8192.54,-4.20168,1.43645,1.38898,16.1495,0.143491,-6.68285,-0.107236,2,-1,3.65379
12.66,20.4067,120.032,32126.6,45221.8,32126.6,3320.52,49.9987,10,-150.392,50,10,-150,20.0823,120.003,20071.7,9146.5,20071.7,344.394,18.3193,12.7823,5.53696,18.7898,7.87822,10.9115,1900.11,658.306,-1590.51,36085.9,12057.3,2973.19,1042.3,238.83,-144.44,1078.52,1079.02,38162.9,141.167,8169.86,-4.17065,1.43232,1.38973,16.1495,0.14346,-6.68285,-0.107735,2,-1,3.65548
12.67,20.4067,120.032,32126.7,45222.3,32126.7,3319.02,49.9987,10,-150.392,50,10,-150,20.0824,120.003,20074.1,9156.93,20074.1,342.946,18.3226,12.7877,5.53489,18.6386,7.88971,10.7489,1900.3,658.543,-1568.2,36076,12055,2973.13,1042.73,239.039,-144.709,1079.02,1079.52,38152.8,141.158,8147.18,-4.1391,1.42797,1.39059,16.1495,0.14343,-6.68285,-0.10823,2,-1,3.65717
